Date,Start_station,End_station,Duration,Bike_ID
11/25/2019,Wilcox / Vista,Wilcox / Vista,13,278
11/29/2019,Figueroa / Culver,Figueroa / Culver,217,343
11/7/2019,Sepulveda / Runway,Vista / Virgil,4,267
12/8/2019,Berendo / Beatrice,Fountain / Figueroa,6,634
9/8/2019,Culver / Charnock,Durango / Centinela,18,432
12/16/2019,Beatrice / Ballona,Durango / Charnock,10,331
12/4/2019,Virgil / Vermont,Ardmore / 6th,8,613
11/6/2019,Culver / Charnock,Beatrice / Ballona,8,430
10/13/2019,Overland / Olympic,Exposition / Culver,24,482
10/25/2019,Berendo / Ballona,Beatrice / Ardmore,5,697
9/15/2019,Westlawn / Vista,Playa / Olympic,10,350
9/13/2019,Westlawn / Vista,Fountain / Durango,6,435
9/3/2019,Beatrice / Ballona,Charnock / Beatrice,8,541
11/12/2019,Vista / Virgil,Playa / Olympic,12,267
12/8/2019,Ballona / Ardmore,Vista / Virgil,6,266
10/17/2019,Plaza / Overland,Ardmore / 6th,11,515
10/22/2019,Wilcox / Vista,Durango / Centinela,10,422
11/22/2019,Culver / Berendo,Playa / Olympic,11,623
12/11/2019,Figueroa / Durango,Overland / McConnell,11,532
10/16/2019,Beatrice / Ballona,Runway / Rowena,9,511
12/13/2019,Sepulveda / Runway,Overland / McConnell,8,524
10/17/2019,Beatrice / Ballona,Charnock / Beatrice,8,598
9/1/2019,Charnock / Beatrice,Overland / Olympic,9,282
10/4/2019,Runway / Rowena,McConnell / McConnell,9,534
9/7/2019,Figueroa / Culver,Culver / Berendo,8,369
12/18/2019,Vermont / Venice,Overland / McConnell,9,359
11/9/2019,Overland / McConnell,Overland / McConnell,67,372
11/14/2019,Culver / Berendo,Hollywood / Fountain,9,544
10/18/2019,Exposition / Culver,Vermont / Venice,11,421
10/6/2019,Rodney / Playa,Ballona / 6th,3,61
9/30/2019,Overland / Olympic,Runway / Rowena,9,282
12/1/2019,Ballona / Ardmore,Culver / Charnock,10,417
12/20/2019,Playa / Overland,Overland / Olympic,5,443
11/20/2019,Figueroa / Culver,Runway / Rowena,6,412
10/4/2019,Berendo / Ballona,Beatrice / Ardmore,5,695
9/15/2019,Culver / Berendo,Runway / Rowena,6,310
11/4/2019,Ardmore / 6th,Vista / Virgil,4,515
10/5/2019,Beatrice / Ballona,Runway / Rowena,10,436
12/30/2019,Culver / Berendo,Playa / Olympic,9,369
10/8/2019,Overland / McConnell,Ardmore / 6th,8,402
10/9/2019,Virgil / Vermont,Ballona / Ardmore,10,433
9/24/2019,Westlawn / Vista,Figueroa / Culver,5,267
9/30/2019,Figueroa / Durango,Playa / Olympic,8,358
9/5/2019,Berendo / Beatrice,Playa / Olympic,7,356
10/6/2019,Vermont / Venice,Playa / Olympic,12,478
12/25/2019,Vermont / Sepulveda,Rowena / Rodney,7,86
9/1/2019,Venice / Sepulveda,Venice / Sepulveda,10,121
9/22/2019,Runway / Rowena,Wilcox / Vista,19,527
12/2/2019,Fountain / Durango,Rowena / Rose,16,456
9/12/2019,Berendo / Beatrice,Overland / McConnell,7,548
10/1/2019,Beatrice / 6th,Durango / Centinela,24,268
10/27/2019,Vista / Virgil,Ballona / Ardmore,7,613
10/14/2019,Olympic / McConnell,Overland / McConnell,14,480
11/1/2019,Vermont / Sepulveda,Rowena / Rodney,5,99
11/5/2019,Vermont / Venice,Overland / McConnell,13,484
9/12/2019,Sepulveda / Runway,Playa / Olympic,10,598
10/18/2019,Vermont / Venice,Fountain / Figueroa,5,421
10/15/2019,McConnell / Inglewood,Beatrice / Ballona,14,510
12/30/2019,Westlawn / Vista,Beatrice / 6th,6,587
10/25/2019,Beatrice / Ballona,Ardmore / 6th,5,347
12/19/2019,Durango / Centinela,Beatrice / Ballona,10,604
9/6/2019,Durango / Centinela,Figueroa / Durango,21,607
9/13/2019,Charnock / Beatrice,Overland / McConnell,15,274
12/16/2019,Vista / Virgil,Culver / Charnock,5,588
9/25/2019,Durango / Centinela,Playa / Olympic,5,432
10/9/2019,Vista / Virgil,Fountain / Durango,7,441
9/2/2019,Ballona / Ardmore,Ardmore / 6th,4,366
9/25/2019,Durango / Centinela,Runway / Rowena,15,268
9/22/2019,McConnell / Inglewood,Exposition / Culver,14,548
11/17/2019,Vermont / Venice,Overland / McConnell,10,574
12/9/2019,Hyperion / Hollywood,Overland / Olympic,9,348
10/28/2019,Beatrice / Ballona,Charnock / Beatrice,8,563
12/10/2019,Vista / Virgil,Berendo / Beatrice,9,266
9/13/2019,Sepulveda / Rowena,Rose / Plaza,10,215
9/28/2019,Virgil / Vermont,Overland / McConnell,12,365
9/16/2019,Vermont / Venice,Playa / Overland,17,530
12/13/2019,Charnock / Beatrice,Rose / Rodney,12,512
11/30/2019,Plaza / Overland,Overland / McConnell,10,411
10/3/2019,Overland / McConnell,Durango / Charnock,8,574
9/3/2019,Virgil / Vermont,Vista / Virgil,4,564
9/5/2019,Durango / Centinela,Overland / McConnell,5,289
12/10/2019,Olympic / McConnell,Fountain / Figueroa,16,314
11/17/2019,Vermont / Venice,Berendo / Beatrice,7,593
10/18/2019,Playa / Overland,Figueroa / Durango,12,287
12/20/2019,Figueroa / Durango,Berendo / Beatrice,3,543
9/26/2019,Runway / Rowena,McConnell / McConnell,6,268
10/23/2019,Fountain / Figueroa,McConnell / McConnell,15,415
10/16/2019,Charnock / Beatrice,McConnell / McConnell,9,461
11/6/2019,Charnock / Centinela,Venice / Sepulveda,29,682
11/15/2019,Virgil / Vermont,Overland / Olympic,15,456
12/18/2019,Playa / Olympic,Durango / Centinela,5,598
11/19/2019,Plaza / Overland,Vista / Virgil,15,600
10/16/2019,Playa / Olympic,Figueroa / Durango,9,551
10/21/2019,McConnell / McConnell,Beatrice / Ballona,6,637
10/14/2019,Playa / Olympic,Durango / Centinela,5,356
12/14/2019,Westlawn / Vista,Plaza / Overland,12,362
12/11/2019,Beatrice / Ardmore,Plaza / Playa,6,60
11/23/2019,Vermont / Sepulveda,Rowena / Rodney,6,226
11/15/2019,Overland / McConnell,Ballona / Ardmore,7,509
9/13/2019,Runway / Rowena,Hyperion / Hollywood,5,580
11/3/2019,Playa / Olympic,Durango / Centinela,5,360
9/30/2019,Beatrice / Ballona,Beatrice / 6th,6,510
11/26/2019,Westlawn / Vista,Playa / Overland,25,608
11/26/2019,Overland / Olympic,Runway / Rowena,8,267
9/27/2019,Charnock / Beatrice,Vista / Virgil,15,334
12/18/2019,Overland / Olympic,Fountain / Durango,28,614
12/30/2019,Berendo / Beatrice,Olympic / McConnell,15,442
10/23/2019,Exposition / Culver,Rose / Rodney,12,482
10/25/2019,Overland / McConnell,Figueroa / Durango,11,491
10/3/2019,Rowena / Rodney,Vermont / Sepulveda,6,293
11/24/2019,Virgil / Vermont,Sepulveda / Runway,7,542
12/13/2019,McConnell / Inglewood,McConnell / McConnell,11,277
11/28/2019,Runway / Rowena,Sepulveda / Runway,8,537
10/30/2019,Vermont / Sepulveda,Rodney / Playa,11,293
10/5/2019,Rowena / Rose,Overland / Olympic,8,562
12/25/2019,Wilcox / Vista,Overland / McConnell,21,478
11/20/2019,Fountain / Figueroa,Exposition / Culver,10,485
11/10/2019,Ardmore / 6th,Vista / Virgil,4,619
12/29/2019,Rowena / Rose,Vista / Virgil,6,345
9/14/2019,Culver / Charnock,Hyperion / Hollywood,7,467
9/21/2019,Runway / Rowena,Durango / Charnock,9,631
9/4/2019,Rowena / Rose,Overland / McConnell,20,392
10/30/2019,Overland / McConnell,Plaza / Overland,11,411
11/30/2019,Vermont / Sepulveda,Rowena / Rodney,6,646
12/27/2019,Beatrice / 6th,Berendo / Beatrice,8,584
9/9/2019,Fountain / Durango,Vista / Virgil,4,515
12/6/2019,Playa / Olympic,Sepulveda / Runway,9,358
11/13/2019,Rowena / Rose,Overland / McConnell,18,572
11/15/2019,Vista / Virgil,Culver / Charnock,4,423
12/9/2019,Ardmore / 6th,Hollywood / Fountain,7,347
12/27/2019,Overland / McConnell,Durango / Centinela,6,503
12/25/2019,Westlawn / Vista,Virgil / Vermont,6,529
10/2/2019,Beatrice / 6th,McConnell / Inglewood,7,427
11/28/2019,Wilcox / Vista,Overland / McConnell,14,259
11/10/2019,Overland / McConnell,Hyperion / Hollywood,15,372
12/24/2019,Overland / McConnell,Vista / Virgil,10,392
11/19/2019,Playa / Olympic,Playa / Overland,16,309
10/22/2019,Overland / McConnell,Olympic / McConnell,10,365
12/4/2019,Playa / Olympic,Charnock / Beatrice,12,271
9/26/2019,Ballona / Ardmore,Overland / McConnell,5,509
10/12/2019,Charnock / Beatrice,Overland / Olympic,7,563
12/6/2019,Fountain / Figueroa,Vermont / Venice,4,626
11/18/2019,McConnell / McConnell,Overland / McConnell,6,277
12/10/2019,Runway / Rowena,Overland / Olympic,7,359
10/18/2019,Culver / Berendo,Durango / Centinela,14,335
12/17/2019,Runway / Rowena,Beatrice / Ballona,9,572
12/20/2019,Overland / McConnell,Westlawn / Vista,16,259
10/30/2019,Culver / Berendo,Overland / Olympic,10,632
10/1/2019,Beatrice / Ballona,Westlawn / Vista,12,289
10/5/2019,Wilcox / Vista,Beatrice / Ballona,17,473
11/19/2019,Wilcox / Vista,Westlawn / Vista,15,598
10/19/2019,Fountain / Figueroa,Vista / Virgil,8,313
10/19/2019,Exposition / Culver,Overland / Olympic,15,548
11/16/2019,Wilcox / Vista,Hollywood / Fountain,15,554
9/28/2019,Charnock / Beatrice,Beatrice / Ballona,11,478
11/16/2019,Beatrice / Ballona,Olympic / McConnell,8,398
10/2/2019,Charnock / Beatrice,Playa / Olympic,11,580
12/1/2019,Vermont / Venice,Vista / Virgil,12,497
10/10/2019,Playa / Olympic,Wilcox / Vista,14,380
10/14/2019,Culver / Berendo,Berendo / Beatrice,8,385
10/23/2019,Culver / Berendo,Figueroa / Durango,9,559
12/16/2019,Fountain / Figueroa,Wilcox / Vista,7,469
12/5/2019,Overland / McConnell,Durango / Centinela,6,513
11/19/2019,Rose / Rodney,Hyperion / Hollywood,20,459
10/7/2019,Overland / McConnell,Vermont / Venice,14,322
9/20/2019,Wilcox / Vista,Durango / Charnock,12,278
12/25/2019,Playa / Olympic,Charnock / Beatrice,12,556
9/28/2019,Beatrice / 6th,Overland / Olympic,13,584
9/18/2019,Rose / Rodney,Durango / Charnock,14,450
10/15/2019,Berendo / Beatrice,Durango / Centinela,7,412
11/29/2019,Figueroa / Durango,Playa / Olympic,8,421
12/28/2019,Overland / McConnell,Westlawn / Vista,16,478
11/13/2019,Runway / Rowena,Hollywood / Fountain,4,457
12/25/2019,Culver / Charnock,Beatrice / Ballona,8,588
11/30/2019,Figueroa / Durango,Westlawn / Vista,13,493
12/25/2019,Ardmore / 6th,Charnock / Beatrice,9,531
12/16/2019,Overland / McConnell,Sepulveda / Runway,11,483
9/29/2019,McConnell / McConnell,Playa / Overland,9,461
9/5/2019,Virgil / Vermont,Playa / Olympic,8,477
10/17/2019,Beatrice / Ballona,Playa / Overland,17,473
10/12/2019,Culver / Berendo,Vermont / Venice,14,363
12/24/2019,Sepulveda / Runway,Berendo / Beatrice,7,542
11/4/2019,Culver / Berendo,Beatrice / 6th,5,617
11/2/2019,Culver / Berendo,Beatrice / Ballona,12,446
9/25/2019,McConnell / McConnell,Charnock / Beatrice,6,415
11/3/2019,Durango / Centinela,Figueroa / Durango,12,360
12/11/2019,McConnell / Inglewood,Figueroa / Durango,13,367
11/4/2019,Exposition / Culver,Westlawn / Vista,6,471
11/8/2019,Ballona / Ardmore,Playa / Overland,12,537
11/5/2019,Fountain / Figueroa,Wilcox / Vista,6,502
11/23/2019,Virgil / Vermont,Beatrice / Ballona,10,348
10/14/2019,Sepulveda / Runway,Figueroa / Durango,7,572
10/25/2019,Beatrice / Ballona,Wilcox / Vista,17,281
9/1/2019,Wilcox / Vista,Hyperion / Hollywood,16,507
12/8/2019,Ardmore / 6th,Beatrice / Ballona,5,416
10/23/2019,Overland / McConnell,Vermont / Venice,13,590
9/4/2019,Figueroa / Durango,Vermont / Venice,9,406
10/11/2019,Westlawn / Vista,Hyperion / Hollywood,5,604
11/20/2019,Hyperion / Hollywood,Figueroa / Durango,7,459
9/20/2019,Overland / Olympic,Culver / Berendo,10,458
9/30/2019,Vermont / Venice,Vermont / Venice,123,363
12/10/2019,Berendo / Beatrice,Virgil / Vermont,7,543
11/21/2019,Fountain / Figueroa,Virgil / Vermont,5,418
10/19/2019,Ballona / Ardmore,Ardmore / 6th,3,274
9/1/2019,Fountain / Exposition,Hollywood / Figueroa,5,123
9/28/2019,Playa / Olympic,Durango / Centinela,5,516
11/20/2019,Ardmore / 6th,Culver / Charnock,6,453
11/13/2019,Berendo / Ballona,Plaza / Playa,10,696
11/10/2019,Hollywood / Fountain,Virgil / Vermont,7,404
10/18/2019,Sepulveda / Runway,Beatrice / 6th,7,430
12/10/2019,Vista / Virgil,McConnell / Inglewood,7,279
10/8/2019,Exposition / Culver,Durango / Charnock,3,463
10/2/2019,Sepulveda / Runway,Hollywood / Fountain,16,494
9/12/2019,Overland / McConnell,Westlawn / Vista,16,364
10/10/2019,Rowena / Rose,Ardmore / 6th,13,385
12/1/2019,Culver / Charnock,Virgil / Vermont,7,456
10/28/2019,Culver / Charnock,Sepulveda / Runway,5,395
9/25/2019,Ballona / Ardmore,Ardmore / 6th,4,619
11/1/2019,Culver / Charnock,Vermont / Venice,17,455
9/27/2019,Olympic / McConnell,Sepulveda / Runway,8,357
10/8/2019,Runway / Rowena,Overland / Olympic,19,433
10/3/2019,Vista / Virgil,Overland / Olympic,18,318
12/10/2019,McConnell / McConnell,Overland / Olympic,24,365
12/20/2019,Overland / McConnell,Runway / Rowena,14,553
12/2/2019,Wilcox / Vista,Plaza / Overland,4,502
11/23/2019,Westlawn / Vista,Runway / Rowena,5,364
11/20/2019,Playa / Overland,Fountain / Durango,13,461
12/30/2019,Charnock / Beatrice,Durango / Charnock,6,443
10/3/2019,Charnock / Beatrice,McConnell / McConnell,6,531
9/15/2019,Sepulveda / Runway,Olympic / McConnell,7,358
12/27/2019,Vista / Virgil,Ballona / Ardmore,8,515
12/9/2019,Vista / Virgil,McConnell / McConnell,23,368
10/22/2019,Vermont / Venice,Ballona / Ardmore,14,445
11/9/2019,Hollywood / Fountain,Virgil / Vermont,7,459
11/14/2019,Beatrice / Ballona,Ardmore / 6th,6,404
11/28/2019,Plaza / Overland,Wilcox / Vista,4,502
9/28/2019,Playa / Olympic,Culver / Charnock,19,362
10/25/2019,Overland / McConnell,Runway / Rowena,15,560
10/24/2019,Olympic / McConnell,Playa / Olympic,11,289
12/2/2019,Runway / Rowena,Overland / Olympic,46,481
11/16/2019,McConnell / McConnell,Durango / Charnock,13,531
10/5/2019,Sepulveda / Runway,Ballona / Ardmore,5,533
12/3/2019,Westlawn / Vista,Runway / Rowena,60,514
9/10/2019,Fountain / Durango,Charnock / Beatrice,10,461
10/19/2019,Virgil / Vermont,Westlawn / Vista,5,594
10/7/2019,Virgil / Vermont,Ballona / Ardmore,8,260
12/1/2019,Ardmore / 6th,Figueroa / Durango,11,345
9/5/2019,Figueroa / Durango,Plaza / Overland,9,488
9/3/2019,Vista / Vermont,Vista / Vermont,37,183
9/4/2019,Durango / Charnock,Culver / Berendo,23,581
12/5/2019,Ardmore / 6th,McConnell / Inglewood,10,348
12/22/2019,Overland / Olympic,Charnock / Beatrice,7,548
12/18/2019,Vermont / Venice,Virgil / Vermont,9,363
9/8/2019,Westlawn / Virgil,Vermont / Sepulveda,8,233
9/19/2019,McConnell / Inglewood,McConnell / McConnell,11,387
9/16/2019,Virgil / Vermont,Charnock / Beatrice,8,363
11/27/2019,Overland / Olympic,Rowena / Rose,18,481
11/26/2019,Culver / Charnock,Sepulveda / Runway,4,490
9/23/2019,Culver / Charnock,Overland / Olympic,152,602
10/9/2019,Charnock / Beatrice,Vista / Virgil,72,363
10/18/2019,Figueroa / Durango,Wilcox / Vista,26,367
11/26/2019,Ballona / Ardmore,Beatrice / 6th,7,407
10/11/2019,Westlawn / Vista,Charnock / Beatrice,3,529
12/11/2019,Rose / Rodney,Vermont / Venice,6,435
11/10/2019,Charnock / Beatrice,Playa / Olympic,14,558
10/18/2019,Exposition / Charnock,Exposition / Charnock,18,108
12/21/2019,Fountain / Figueroa,Wilcox / Vista,6,411
12/24/2019,Beatrice / Ballona,Virgil / Vermont,16,560
11/15/2019,Virgil / Vermont,Berendo / Beatrice,4,503
11/27/2019,Olympic / McConnell,Figueroa / Culver,10,358
12/2/2019,McConnell / Inglewood,Ardmore / 6th,9,348
9/27/2019,Beatrice / Ardmore,Berendo / Ballona,11,77
12/8/2019,Berendo / Beatrice,Durango / Charnock,6,631
11/9/2019,Durango / Charnock,Overland / McConnell,14,275
11/16/2019,Ardmore / 6th,Vista / Virgil,4,401
9/18/2019,Sepulveda / Runway,Berendo / Beatrice,5,490
10/28/2019,Centinela / Beatrice,Exposition / Charnock,8,199
9/19/2019,Overland / Olympic,Culver / Berendo,11,336
11/2/2019,Hyperion / Hollywood,Culver / Charnock,6,587
12/16/2019,Virgil / Vermont,Hyperion / Hollywood,12,414
9/11/2019,Culver / Charnock,Durango / Centinela,14,417
12/4/2019,Figueroa / Culver,Durango / Charnock,12,540
12/6/2019,Exposition / Charnock,Centinela / Beatrice,6,125
10/15/2019,Figueroa / Culver,Durango / Charnock,11,358
11/19/2019,Vista / Virgil,Charnock / Beatrice,6,360
11/27/2019,Westlawn / Vista,Overland / Olympic,11,545
9/13/2019,Durango / Centinela,Overland / McConnell,5,268
10/1/2019,Westlawn / Vista,Virgil / Vermont,6,419
11/10/2019,Vermont / Sepulveda,Rowena / Rodney,5,56
9/30/2019,Hyperion / Hollywood,Durango / Charnock,4,604
12/12/2019,McConnell / Inglewood,Overland / Olympic,10,585
11/3/2019,Olympic / McConnell,Overland / Olympic,12,544
12/22/2019,Virgil / Vermont,Virgil / Vermont,82,607
10/8/2019,Wilcox / Vista,Durango / Centinela,8,411
9/22/2019,Culver / Charnock,Beatrice / Ballona,8,587
10/12/2019,Virgil / Vermont,Vermont / Venice,8,385
9/24/2019,Beatrice / 6th,McConnell / Inglewood,8,517
9/23/2019,Runway / Rowena,Overland / McConnell,14,354
11/7/2019,Beatrice / Ballona,Runway / Rowena,9,598
11/11/2019,Playa / Olympic,Figueroa / Durango,11,546
9/9/2019,Sepulveda / Runway,Sepulveda / Runway,303,489
12/11/2019,Vista / Virgil,Playa / Olympic,23,627
9/5/2019,Overland / Olympic,Charnock / Beatrice,9,423
10/14/2019,Charnock / Beatrice,Overland / McConnell,11,548
10/5/2019,Vermont / Venice,Figueroa / Durango,9,435
11/10/2019,Playa / Overland,Culver / Berendo,21,271
10/28/2019,Ballona / Ardmore,Vista / Virgil,8,422
9/14/2019,McConnell / McConnell,Runway / Rowena,6,317
9/5/2019,Playa / Olympic,Rowena / Rose,17,289
10/23/2019,Vista / Virgil,Playa / Olympic,15,312
12/5/2019,Olympic / McConnell,Westlawn / Vista,6,553
10/1/2019,Rowena / Rodney,Vermont / Sepulveda,18,233
9/6/2019,Durango / Charnock,Ardmore / 6th,6,358
12/21/2019,Runway / Rowena,Playa / Olympic,10,480
12/5/2019,Playa / Olympic,Ardmore / 6th,9,442
11/18/2019,Venice / Runway,Rowena / Rodney,11,669
12/22/2019,Hollywood / Fountain,Culver / Berendo,5,494
9/5/2019,Westlawn / Vista,Fountain / Durango,5,369
12/8/2019,Beatrice / Ballona,Overland / Olympic,58,495
10/5/2019,Wilcox / Vista,Fountain / Figueroa,6,469
12/24/2019,Westlawn / Vista,Exposition / Culver,12,504
12/7/2019,McConnell / Inglewood,Overland / McConnell,18,528
12/13/2019,Overland / McConnell,Runway / Rowena,11,548
10/17/2019,Durango / Centinela,Playa / Olympic,6,516
11/21/2019,Hyperion / Hollywood,Culver / Charnock,9,458
10/9/2019,Rodney / Playa,Rowena / Rodney,9,45
9/19/2019,Charnock / Beatrice,Wilcox / Vista,26,563
11/20/2019,Overland / McConnell,Exposition / Culver,14,356
12/30/2019,Durango / Centinela,Fountain / Figueroa,6,519
10/12/2019,Overland / McConnell,Fountain / Durango,14,558
11/1/2019,Vista / Virgil,Overland / McConnell,15,290
10/9/2019,Vista / Virgil,Wilcox / Vista,15,391
10/11/2019,Plaza / Overland,Berendo / Beatrice,10,636
12/19/2019,Berendo / Ballona,Beatrice / Ardmore,5,243
11/25/2019,Durango / Charnock,Beatrice / Ballona,15,540
12/7/2019,Durango / Centinela,Runway / Rowena,13,627
10/19/2019,Beatrice / 6th,Culver / Berendo,5,277
12/11/2019,Wilcox / Vista,Fountain / Figueroa,5,573
10/18/2019,Vista / Virgil,Virgil / Vermont,7,521
9/29/2019,McConnell / McConnell,Berendo / Beatrice,14,446
9/1/2019,Figueroa / Durango,Durango / Centinela,12,623
9/24/2019,Beatrice / 6th,Virgil / Vermont,14,594
12/16/2019,Durango / Charnock,Culver / Berendo,7,628
12/26/2019,McConnell / Inglewood,Charnock / Beatrice,5,428
11/17/2019,Olympic / McConnell,Beatrice / Ballona,7,602
10/16/2019,Vista / Virgil,Rowena / Rose,7,442
10/3/2019,Fountain / Figueroa,Runway / Rowena,15,469
10/18/2019,Olympic / McConnell,Overland / McConnell,9,441
12/26/2019,Virgil / Vermont,Wilcox / Vista,10,419
10/24/2019,Exposition / Durango,McConnell / Inglewood,17,157
10/1/2019,Rose / Rodney,Ballona / Ardmore,16,347
9/18/2019,Rowena / Rose,Figueroa / Durango,11,275
11/17/2019,Berendo / Beatrice,Culver / Berendo,8,266
11/13/2019,Vermont / Venice,Overland / McConnell,12,385
9/10/2019,Ardmore / 6th,Charnock / Beatrice,9,284
11/20/2019,Playa / Overland,Ballona / Ardmore,14,272
9/17/2019,Westlawn / Vista,Figueroa / Durango,15,585
12/22/2019,Westlawn / Vista,Figueroa / Durango,16,544
11/25/2019,Culver / Berendo,Charnock / Beatrice,7,277
12/7/2019,Overland / Olympic,Beatrice / 6th,16,545
12/7/2019,Vista / Virgil,Fountain / Durango,6,547
12/1/2019,Hyperion / Hollywood,Virgil / Vermont,10,551
10/29/2019,Beatrice / Ballona,Charnock / Beatrice,7,422
11/25/2019,Beatrice / Ballona,Charnock / Beatrice,8,540
11/2/2019,Berendo / Beatrice,Culver / Berendo,7,378
12/18/2019,Playa / Overland,Wilcox / Vista,25,608
11/22/2019,Ballona / Ardmore,Ballona / Ardmore,21,400
9/25/2019,McConnell / McConnell,Wilcox / Vista,27,280
10/12/2019,Vermont / Venice,Figueroa / Culver,12,322
10/11/2019,Beatrice / Ballona,Virgil / Vermont,14,392
12/9/2019,Rowena / Rose,Ballona / Ardmore,16,543
11/30/2019,Overland / McConnell,McConnell / McConnell,8,491
9/30/2019,Centinela / Berendo,Rose / Plaza,15,59
12/24/2019,Runway / Rowena,Durango / Centinela,21,286
10/29/2019,Vista / Virgil,McConnell / McConnell,8,588
11/17/2019,Hollywood / Fountain,Rose / Rodney,17,538
