Date,Factory,Market,Units
3/16/2012,Washington,Spain,299
3/16/2012,Washington,Taiwan,185
3/16/2012,Washington,Turkey,63
3/16/2012,Washington,United Kingdom,35
3/17/2012,Austin,Australia,210
3/17/2012,Austin,Brazil,245
3/17/2012,Austin,Canada,109
3/17/2012,Austin,China,46
3/17/2012,Austin,France,173
3/17/2012,Austin,Germany,67
3/17/2012,Austin,India,212
3/17/2012,Austin,Indonesia,27
3/17/2012,Austin,Iran,249
3/17/2012,Austin,Italy,281
3/17/2012,Austin,Japan,151
3/17/2012,Austin,Mexico,286
3/17/2012,Austin,Netherlands,273
3/17/2012,Austin,Poland,108
3/17/2012,Austin,Russia,176
3/17/2012,Austin,South Korea,224
3/17/2012,Austin,Spain,174
3/17/2012,Austin,Taiwan,254
3/17/2012,Austin,Turkey,109
3/17/2012,Austin,United Kingdom,54
3/17/2012,Baltimore,Australia,85
3/17/2012,Baltimore,Brazil,55
3/17/2012,Baltimore,Canada,129
3/17/2012,Baltimore,China,170
3/17/2012,Baltimore,France,49
3/17/2012,Baltimore,Germany,160
3/17/2012,Baltimore,India,62
3/17/2012,Baltimore,Indonesia,69
3/17/2012,Baltimore,Iran,107
3/17/2012,Baltimore,Italy,75
3/17/2012,Baltimore,Japan,35
3/17/2012,Baltimore,Mexico,48
3/17/2012,Baltimore,Netherlands,184
3/17/2012,Baltimore,Poland,157
3/17/2012,Baltimore,Russia,188
3/17/2012,Baltimore,South Korea,45
3/17/2012,Baltimore,Spain,235
3/17/2012,Baltimore,Taiwan,145
3/17/2012,Baltimore,Turkey,78
3/17/2012,Baltimore,United Kingdom,202
3/17/2012,Boston,Australia,286
3/17/2012,Boston,Brazil,206
3/17/2012,Boston,Canada,177
3/17/2012,Boston,China,171
3/17/2012,Boston,France,246
3/17/2012,Boston,Germany,282
3/17/2012,Boston,India,295
3/17/2012,Boston,Indonesia,171
3/17/2012,Boston,Iran,136
3/17/2012,Boston,Italy,223
3/17/2012,Boston,Japan,57
3/17/2012,Boston,Mexico,107
3/17/2012,Boston,Netherlands,85
3/17/2012,Boston,Poland,54
3/17/2012,Boston,Russia,36
3/17/2012,Boston,South Korea,127
3/17/2012,Boston,Spain,251
3/17/2012,Boston,Taiwan,59
3/17/2012,Boston,Turkey,220
3/17/2012,Boston,United Kingdom,41
3/17/2012,Charlotte,Australia,261
3/17/2012,Charlotte,Brazil,122
3/17/2012,Charlotte,Canada,76
3/17/2012,Charlotte,China,193
3/17/2012,Charlotte,France,148
3/17/2012,Charlotte,Germany,158
3/17/2012,Charlotte,India,63
3/17/2012,Charlotte,Indonesia,200
3/17/2012,Charlotte,Iran,262
3/17/2012,Charlotte,Italy,43
3/17/2012,Charlotte,Japan,217
3/17/2012,Charlotte,Mexico,86
3/17/2012,Charlotte,Netherlands,167
3/17/2012,Charlotte,Poland,154
3/17/2012,Charlotte,Russia,264
3/17/2012,Charlotte,South Korea,82
3/17/2012,Charlotte,Spain,114
3/17/2012,Charlotte,Taiwan,108
3/17/2012,Charlotte,Turkey,67
3/17/2012,Charlotte,United Kingdom,122
3/17/2012,Chicago,Australia,84
3/17/2012,Chicago,Brazil,94
3/17/2012,Chicago,Canada,189
3/17/2012,Chicago,China,148
3/17/2012,Chicago,France,172
3/17/2012,Chicago,Germany,201
3/17/2012,Chicago,India,148
3/17/2012,Chicago,Indonesia,84
3/17/2012,Chicago,Iran,155
3/17/2012,Chicago,Italy,31
3/17/2012,Chicago,Japan,284
3/17/2012,Chicago,Mexico,68
3/17/2012,Chicago,Netherlands,162
3/17/2012,Chicago,Poland,280
3/17/2012,Chicago,Russia,102
3/17/2012,Chicago,South Korea,25
3/17/2012,Chicago,Spain,135
3/17/2012,Chicago,Taiwan,45
3/17/2012,Chicago,Turkey,197
3/17/2012,Chicago,United Kingdom,260
3/17/2012,Columbus,Australia,169
3/17/2012,Columbus,Brazil,34
3/17/2012,Columbus,Canada,163
3/17/2012,Columbus,China,122
3/17/2012,Columbus,France,88
3/17/2012,Columbus,Germany,205
3/17/2012,Columbus,India,110
3/17/2012,Columbus,Indonesia,70
3/17/2012,Columbus,Iran,210
3/17/2012,Columbus,Italy,201
3/17/2012,Columbus,Japan,98
3/17/2012,Columbus,Mexico,231
3/17/2012,Columbus,Netherlands,25
3/17/2012,Columbus,Poland,170
3/17/2012,Columbus,Russia,92
3/17/2012,Columbus,South Korea,24
3/17/2012,Columbus,Spain,195
3/17/2012,Columbus,Taiwan,279
3/17/2012,Columbus,Turkey,56
3/17/2012,Columbus,United Kingdom,110
3/17/2012,Dallas,Australia,221
3/17/2012,Dallas,Brazil,109
3/17/2012,Dallas,Canada,296
3/17/2012,Dallas,China,109
3/17/2012,Dallas,France,59
3/17/2012,Dallas,Germany,273
3/17/2012,Dallas,India,182
3/17/2012,Dallas,Indonesia,151
3/17/2012,Dallas,Iran,270
3/17/2012,Dallas,Italy,289
3/17/2012,Dallas,Japan,278
3/17/2012,Dallas,Mexico,106
3/17/2012,Dallas,Netherlands,22
3/17/2012,Dallas,Poland,86
3/17/2012,Dallas,Russia,39
3/17/2012,Dallas,South Korea,278
3/17/2012,Dallas,Spain,183
3/17/2012,Dallas,Taiwan,52
3/17/2012,Dallas,Turkey,223
3/17/2012,Dallas,United Kingdom,175
3/17/2012,Denver,Australia,40
3/17/2012,Denver,Brazil,135
3/17/2012,Denver,Canada,256
3/17/2012,Denver,China,60
3/17/2012,Denver,France,23
3/17/2012,Denver,Germany,154
3/17/2012,Denver,India,30
3/17/2012,Denver,Indonesia,98
3/17/2012,Denver,Iran,33
3/17/2012,Denver,Italy,51
3/17/2012,Denver,Japan,176
3/17/2012,Denver,Mexico,169
3/17/2012,Denver,Netherlands,214
3/17/2012,Denver,Poland,298
3/17/2012,Denver,Russia,132
3/17/2012,Denver,South Korea,56
3/17/2012,Denver,Spain,81
3/17/2012,Denver,Taiwan,172
3/17/2012,Denver,Turkey,37
3/17/2012,Denver,United Kingdom,118
3/17/2012,Detroit,Australia,188
3/17/2012,Detroit,Brazil,260
3/17/2012,Detroit,Canada,98
3/17/2012,Detroit,China,133
3/17/2012,Detroit,France,55
3/17/2012,Detroit,Germany,41
3/17/2012,Detroit,India,154
3/17/2012,Detroit,Indonesia,290
3/17/2012,Detroit,Iran,105
3/17/2012,Detroit,Italy,112
3/17/2012,Detroit,Japan,277
3/17/2012,Detroit,Mexico,181
3/17/2012,Detroit,Netherlands,267
3/17/2012,Detroit,Poland,274
3/17/2012,Detroit,Russia,110
3/17/2012,Detroit,South Korea,115
3/17/2012,Detroit,Spain,224
3/17/2012,Detroit,Taiwan,163
3/17/2012,Detroit,Turkey,189
3/17/2012,Detroit,United Kingdom,278
3/17/2012,El Paso,Australia,89
3/17/2012,El Paso,Brazil,174
3/17/2012,El Paso,Canada,231
3/17/2012,El Paso,China,99
3/17/2012,El Paso,France,197
3/17/2012,El Paso,Germany,277
3/17/2012,El Paso,India,47
3/17/2012,El Paso,Indonesia,175
3/17/2012,El Paso,Iran,281
3/17/2012,El Paso,Italy,60
3/17/2012,El Paso,Japan,49
3/17/2012,El Paso,Mexico,122
3/17/2012,El Paso,Netherlands,279
3/17/2012,El Paso,Poland,101
3/17/2012,El Paso,Russia,181
3/17/2012,El Paso,South Korea,209
3/17/2012,El Paso,Spain,215
3/17/2012,El Paso,Taiwan,267
3/17/2012,El Paso,Turkey,219
3/17/2012,El Paso,United Kingdom,40
3/17/2012,Fort Worth,Australia,215
3/17/2012,Fort Worth,Brazil,58
3/17/2012,Fort Worth,Canada,68
3/17/2012,Fort Worth,China,237
3/17/2012,Fort Worth,France,278
3/17/2012,Fort Worth,Germany,113
3/17/2012,Fort Worth,India,158
3/17/2012,Fort Worth,Indonesia,275
3/17/2012,Fort Worth,Iran,266
3/17/2012,Fort Worth,Italy,200
3/17/2012,Fort Worth,Japan,228
3/17/2012,Fort Worth,Mexico,81
3/17/2012,Fort Worth,Netherlands,225
3/17/2012,Fort Worth,Poland,56
3/17/2012,Fort Worth,Russia,105
3/17/2012,Fort Worth,South Korea,31
3/17/2012,Fort Worth,Spain,173
3/17/2012,Fort Worth,Taiwan,139
3/17/2012,Fort Worth,Turkey,135
3/17/2012,Fort Worth,United Kingdom,164
3/17/2012,Houston,Australia,141
3/17/2012,Houston,Brazil,35
3/17/2012,Houston,Canada,174
3/17/2012,Houston,China,30
3/17/2012,Houston,France,37
3/17/2012,Houston,Germany,48
3/17/2012,Houston,India,36
3/17/2012,Houston,Indonesia,33
3/17/2012,Houston,Iran,179
3/17/2012,Houston,Italy,233
3/17/2012,Houston,Japan,183
3/17/2012,Houston,Mexico,62
3/17/2012,Houston,Netherlands,74
3/17/2012,Houston,Poland,291
3/17/2012,Houston,Russia,126
3/17/2012,Houston,South Korea,157
3/17/2012,Houston,Spain,233
3/17/2012,Houston,Taiwan,122
3/17/2012,Houston,Turkey,128
3/17/2012,Houston,United Kingdom,58
3/17/2012,Indianapolis,Australia,45
3/17/2012,Indianapolis,Brazil,109
3/17/2012,Indianapolis,Canada,72
3/17/2012,Indianapolis,China,279
3/17/2012,Indianapolis,France,195
3/17/2012,Indianapolis,Germany,72
3/17/2012,Indianapolis,India,281
3/17/2012,Indianapolis,Indonesia,27
3/17/2012,Indianapolis,Iran,122
3/17/2012,Indianapolis,Italy,132
3/17/2012,Indianapolis,Japan,81
3/17/2012,Indianapolis,Mexico,27
3/17/2012,Indianapolis,Netherlands,91
3/17/2012,Indianapolis,Poland,40
3/17/2012,Indianapolis,Russia,207
3/17/2012,Indianapolis,South Korea,45
3/17/2012,Indianapolis,Spain,142
3/17/2012,Indianapolis,Taiwan,121
3/17/2012,Indianapolis,Turkey,42
3/17/2012,Indianapolis,United Kingdom,200
3/17/2012,Jacksonville,Australia,236
3/17/2012,Jacksonville,Brazil,193
3/17/2012,Jacksonville,Canada,33
3/17/2012,Jacksonville,China,144
3/17/2012,Jacksonville,France,107
3/17/2012,Jacksonville,Germany,211
3/17/2012,Jacksonville,India,73
3/17/2012,Jacksonville,Indonesia,33
3/17/2012,Jacksonville,Iran,78
3/17/2012,Jacksonville,Italy,119
3/17/2012,Jacksonville,Japan,51
3/17/2012,Jacksonville,Mexico,23
3/17/2012,Jacksonville,Netherlands,116
3/17/2012,Jacksonville,Poland,110
3/17/2012,Jacksonville,Russia,89
3/17/2012,Jacksonville,South Korea,60
3/17/2012,Jacksonville,Spain,163
3/17/2012,Jacksonville,Taiwan,226
3/17/2012,Jacksonville,Turkey,296
3/17/2012,Jacksonville,United Kingdom,291
3/17/2012,Las Vegas,Australia,198
3/17/2012,Las Vegas,Brazil,253
3/17/2012,Las Vegas,Canada,160
3/17/2012,Las Vegas,China,71
3/17/2012,Las Vegas,France,106
3/17/2012,Las Vegas,Germany,264
3/17/2012,Las Vegas,India,222
3/17/2012,Las Vegas,Indonesia,288
3/17/2012,Las Vegas,Iran,22
3/17/2012,Las Vegas,Italy,259
3/17/2012,Las Vegas,Japan,227
3/17/2012,Las Vegas,Mexico,226
3/17/2012,Las Vegas,Netherlands,111
3/17/2012,Las Vegas,Poland,37
3/17/2012,Las Vegas,Russia,191
3/17/2012,Las Vegas,South Korea,49
3/17/2012,Las Vegas,Spain,32
3/17/2012,Las Vegas,Taiwan,243
3/17/2012,Las Vegas,Turkey,231
3/17/2012,Las Vegas,United Kingdom,105
3/17/2012,Los Angeles,Australia,40
3/17/2012,Los Angeles,Brazil,125
3/17/2012,Los Angeles,Canada,82
3/17/2012,Los Angeles,China,159
3/17/2012,Los Angeles,France,152
3/17/2012,Los Angeles,Germany,101
3/17/2012,Los Angeles,India,223
3/17/2012,Los Angeles,Indonesia,264
3/17/2012,Los Angeles,Iran,143
3/17/2012,Los Angeles,Italy,202
3/17/2012,Los Angeles,Japan,134
3/17/2012,Los Angeles,Mexico,193
3/17/2012,Los Angeles,Netherlands,99
3/17/2012,Los Angeles,Poland,296
3/17/2012,Los Angeles,Russia,92
3/17/2012,Los Angeles,South Korea,268
3/17/2012,Los Angeles,Spain,217
3/17/2012,Los Angeles,Taiwan,109
3/17/2012,Los Angeles,Turkey,157
3/17/2012,Los Angeles,United Kingdom,76
3/17/2012,Louisville-Jefferson County,Australia,188
3/17/2012,Louisville-Jefferson County,Brazil,126
3/17/2012,Louisville-Jefferson County,Canada,37
3/17/2012,Louisville-Jefferson County,China,199
3/17/2012,Louisville-Jefferson County,France,65
3/17/2012,Louisville-Jefferson County,Germany,282
3/17/2012,Louisville-Jefferson County,India,94
3/17/2012,Louisville-Jefferson County,Indonesia,107
3/17/2012,Louisville-Jefferson County,Iran,70
3/17/2012,Louisville-Jefferson County,Italy,102
3/17/2012,Louisville-Jefferson County,Japan,184
3/17/2012,Louisville-Jefferson County,Mexico,278
3/17/2012,Louisville-Jefferson County,Netherlands,129
3/17/2012,Louisville-Jefferson County,Poland,72
3/17/2012,Louisville-Jefferson County,Russia,284
3/17/2012,Louisville-Jefferson County,South Korea,211
3/17/2012,Louisville-Jefferson County,Spain,108
3/17/2012,Louisville-Jefferson County,Taiwan,64
3/17/2012,Louisville-Jefferson County,Turkey,270
3/17/2012,Louisville-Jefferson County,United Kingdom,272
3/17/2012,Memphis,Australia,20
3/17/2012,Memphis,Brazil,266
3/17/2012,Memphis,Canada,202
3/17/2012,Memphis,China,30
3/17/2012,Memphis,France,291
3/17/2012,Memphis,Germany,236
3/17/2012,Memphis,India,105
3/17/2012,Memphis,Indonesia,108
3/17/2012,Memphis,Iran,235
3/17/2012,Memphis,Italy,276
3/17/2012,Memphis,Japan,259
3/17/2012,Memphis,Mexico,75
3/17/2012,Memphis,Netherlands,146
3/17/2012,Memphis,Poland,188
3/17/2012,Memphis,Russia,296
3/17/2012,Memphis,South Korea,300
3/17/2012,Memphis,Spain,224
3/17/2012,Memphis,Taiwan,228
3/17/2012,Memphis,Turkey,79
3/17/2012,Memphis,United Kingdom,113
3/17/2012,Milwaukee,Australia,41
3/17/2012,Milwaukee,Brazil,218
3/17/2012,Milwaukee,Canada,93
3/17/2012,Milwaukee,China,72
3/17/2012,Milwaukee,France,82
3/17/2012,Milwaukee,Germany,187
3/17/2012,Milwaukee,India,286
3/17/2012,Milwaukee,Indonesia,118
3/17/2012,Milwaukee,Iran,232
3/17/2012,Milwaukee,Italy,190
3/17/2012,Milwaukee,Japan,269
3/17/2012,Milwaukee,Mexico,155
3/17/2012,Milwaukee,Netherlands,179
3/17/2012,Milwaukee,Poland,205
3/17/2012,Milwaukee,Russia,231
3/17/2012,Milwaukee,South Korea,49
3/17/2012,Milwaukee,Spain,91
3/17/2012,Milwaukee,Taiwan,41
3/17/2012,Milwaukee,Turkey,230
3/17/2012,Milwaukee,United Kingdom,215
3/17/2012,Nashville-Davidson,Australia,185
3/17/2012,Nashville-Davidson,Brazil,21
3/17/2012,Nashville-Davidson,Canada,159
3/17/2012,Nashville-Davidson,China,169
3/17/2012,Nashville-Davidson,France,87
3/17/2012,Nashville-Davidson,Germany,256
3/17/2012,Nashville-Davidson,India,118
3/17/2012,Nashville-Davidson,Indonesia,147
3/17/2012,Nashville-Davidson,Iran,101
3/17/2012,Nashville-Davidson,Italy,50
3/17/2012,Nashville-Davidson,Japan,151
3/17/2012,Nashville-Davidson,Mexico,50
3/17/2012,Nashville-Davidson,Netherlands,61
3/17/2012,Nashville-Davidson,Poland,179
3/17/2012,Nashville-Davidson,Russia,174
3/17/2012,Nashville-Davidson,South Korea,174
3/17/2012,Nashville-Davidson,Spain,23
3/17/2012,Nashville-Davidson,Taiwan,162
3/17/2012,Nashville-Davidson,Turkey,52
3/17/2012,Nashville-Davidson,United Kingdom,184
3/17/2012,New York,Australia,140
3/17/2012,New York,Brazil,84
3/17/2012,New York,Canada,28
3/17/2012,New York,China,104
3/17/2012,New York,France,93
3/17/2012,New York,Germany,212
3/17/2012,New York,India,175
3/17/2012,New York,Indonesia,25
3/17/2012,New York,Iran,139
3/17/2012,New York,Italy,271
3/17/2012,New York,Japan,22
3/17/2012,New York,Mexico,77
3/17/2012,New York,Netherlands,169
3/17/2012,New York,Poland,121
3/17/2012,New York,Russia,113
3/17/2012,New York,South Korea,248
3/17/2012,New York,Spain,136
3/17/2012,New York,Taiwan,252
3/17/2012,New York,Turkey,26
3/17/2012,New York,United Kingdom,295
3/17/2012,Philadelphia,Australia,175
3/17/2012,Philadelphia,Brazil,240
3/17/2012,Philadelphia,Canada,210
3/17/2012,Philadelphia,China,263
3/17/2012,Philadelphia,France,52
3/17/2012,Philadelphia,Germany,178
3/17/2012,Philadelphia,India,186
3/17/2012,Philadelphia,Indonesia,94
3/17/2012,Philadelphia,Iran,270
3/17/2012,Philadelphia,Italy,203
3/17/2012,Philadelphia,Japan,89
3/17/2012,Philadelphia,Mexico,190
3/17/2012,Philadelphia,Netherlands,33
3/17/2012,Philadelphia,Poland,144
3/17/2012,Philadelphia,Russia,98
3/17/2012,Philadelphia,South Korea,45
3/17/2012,Philadelphia,Spain,165
3/17/2012,Philadelphia,Taiwan,202
3/17/2012,Philadelphia,Turkey,238
3/17/2012,Philadelphia,United Kingdom,169
3/17/2012,Phoenix,Australia,52
3/17/2012,Phoenix,Brazil,137
3/17/2012,Phoenix,Canada,241
3/17/2012,Phoenix,China,169
3/17/2012,Phoenix,France,211
3/17/2012,Phoenix,Germany,134
3/17/2012,Phoenix,India,290
3/17/2012,Phoenix,Indonesia,272
3/17/2012,Phoenix,Iran,233
3/17/2012,Phoenix,Italy,88
3/17/2012,Phoenix,Japan,152
3/17/2012,Phoenix,Mexico,238
3/17/2012,Phoenix,Netherlands,50
3/17/2012,Phoenix,Poland,26
3/17/2012,Phoenix,Russia,73
3/17/2012,Phoenix,South Korea,275
3/17/2012,Phoenix,Spain,271
3/17/2012,Phoenix,Taiwan,232
3/17/2012,Phoenix,Turkey,101
3/17/2012,Phoenix,United Kingdom,256
3/17/2012,Portland,Australia,81
3/17/2012,Portland,Brazil,204
3/17/2012,Portland,Canada,229
3/17/2012,Portland,China,23
3/17/2012,Portland,France,273
3/17/2012,Portland,Germany,43
3/17/2012,Portland,India,61
3/17/2012,Portland,Indonesia,252
3/17/2012,Portland,Iran,39
3/17/2012,Portland,Italy,127
3/17/2012,Portland,Japan,283
3/17/2012,Portland,Mexico,282
3/17/2012,Portland,Netherlands,78
3/17/2012,Portland,Poland,177
3/17/2012,Portland,Russia,90
3/17/2012,Portland,South Korea,21
3/17/2012,Portland,Spain,255
3/17/2012,Portland,Taiwan,196
3/17/2012,Portland,Turkey,150
3/17/2012,Portland,United Kingdom,89
3/17/2012,San Antonio,Australia,264
3/17/2012,San Antonio,Brazil,109
3/17/2012,San Antonio,Canada,127
3/17/2012,San Antonio,China,274
3/17/2012,San Antonio,France,225
3/17/2012,San Antonio,Germany,110
3/17/2012,San Antonio,India,126
3/17/2012,San Antonio,Indonesia,78
3/17/2012,San Antonio,Iran,63
3/17/2012,San Antonio,Italy,39
3/17/2012,San Antonio,Japan,92
3/17/2012,San Antonio,Mexico,50
3/17/2012,San Antonio,Netherlands,98
3/17/2012,San Antonio,Poland,32
3/17/2012,San Antonio,Russia,55
3/17/2012,San Antonio,South Korea,261
3/17/2012,San Antonio,Spain,91
3/17/2012,San Antonio,Taiwan,112
3/17/2012,San Antonio,Turkey,215
3/17/2012,San Antonio,United Kingdom,257
3/17/2012,San Diego,Australia,32
3/17/2012,San Diego,Brazil,31
3/17/2012,San Diego,Canada,172
3/17/2012,San Diego,China,176
3/17/2012,San Diego,France,234
3/17/2012,San Diego,Germany,205
3/17/2012,San Diego,India,33
3/17/2012,San Diego,Indonesia,174
3/17/2012,San Diego,Iran,108
3/17/2012,San Diego,Italy,243
3/17/2012,San Diego,Japan,246
3/17/2012,San Diego,Mexico,119
3/17/2012,San Diego,Netherlands,229
3/17/2012,San Diego,Poland,217
3/17/2012,San Diego,Russia,255
3/17/2012,San Diego,South Korea,58
3/17/2012,San Diego,Spain,103
3/17/2012,San Diego,Taiwan,209
3/17/2012,San Diego,Turkey,134
3/17/2012,San Diego,United Kingdom,163
3/17/2012,San Francisco,Australia,241
3/17/2012,San Francisco,Brazil,125
3/17/2012,San Francisco,Canada,116
3/17/2012,San Francisco,China,127
3/17/2012,San Francisco,France,182
3/17/2012,San Francisco,Germany,170
3/17/2012,San Francisco,India,255
3/17/2012,San Francisco,Indonesia,193
3/17/2012,San Francisco,Iran,263
3/17/2012,San Francisco,Italy,191
3/17/2012,San Francisco,Japan,128
3/17/2012,San Francisco,Mexico,252
3/17/2012,San Francisco,Netherlands,166
3/17/2012,San Francisco,Poland,82
3/17/2012,San Francisco,Russia,174
3/17/2012,San Francisco,South Korea,173
3/17/2012,San Francisco,Spain,178
3/17/2012,San Francisco,Taiwan,67
3/17/2012,San Francisco,Turkey,90
3/17/2012,San Francisco,United Kingdom,211
3/17/2012,San Jose,Australia,92
3/17/2012,San Jose,Brazil,63
3/17/2012,San Jose,Canada,56
3/17/2012,San Jose,China,159
3/17/2012,San Jose,France,29
3/17/2012,San Jose,Germany,141
3/17/2012,San Jose,India,234
3/17/2012,San Jose,Indonesia,202
3/17/2012,San Jose,Iran,99
3/17/2012,San Jose,Italy,27
3/17/2012,San Jose,Japan,152
3/17/2012,San Jose,Mexico,178
3/17/2012,San Jose,Netherlands,283
3/17/2012,San Jose,Poland,91
3/17/2012,San Jose,Russia,159
3/17/2012,San Jose,South Korea,244
3/17/2012,San Jose,Spain,172
3/17/2012,San Jose,Taiwan,39
3/17/2012,San Jose,Turkey,283
3/17/2012,San Jose,United Kingdom,161
3/17/2012,Seattle,Australia,236
3/17/2012,Seattle,Brazil,171
3/17/2012,Seattle,Canada,211
3/17/2012,Seattle,China,174
3/17/2012,Seattle,France,175
3/17/2012,Seattle,Germany,174
3/17/2012,Seattle,India,132
3/17/2012,Seattle,Indonesia,295
3/17/2012,Seattle,Iran,189
3/17/2012,Seattle,Italy,88
3/17/2012,Seattle,Japan,157
3/17/2012,Seattle,Mexico,210
3/17/2012,Seattle,Netherlands,155
3/17/2012,Seattle,Poland,233
3/17/2012,Seattle,Russia,103
3/17/2012,Seattle,South Korea,71
3/17/2012,Seattle,Spain,259
3/17/2012,Seattle,Taiwan,300
3/17/2012,Seattle,Turkey,280
3/17/2012,Seattle,United Kingdom,128
3/17/2012,Washington,Australia,259
3/17/2012,Washington,Brazil,226
3/17/2012,Washington,Canada,69
3/17/2012,Washington,China,90
3/17/2012,Washington,France,273
3/17/2012,Washington,Germany,192
3/17/2012,Washington,India,178
3/17/2012,Washington,Indonesia,193
3/17/2012,Washington,Iran,254
3/17/2012,Washington,Italy,142
3/17/2012,Washington,Japan,278
3/17/2012,Washington,Mexico,210
3/17/2012,Washington,Netherlands,183
3/17/2012,Washington,Poland,80
3/17/2012,Washington,Russia,104
3/17/2012,Washington,South Korea,24
3/17/2012,Washington,Spain,139
3/17/2012,Washington,Taiwan,65
3/17/2012,Washington,Turkey,74
3/17/2012,Washington,United Kingdom,290
3/18/2012,Austin,Australia,189
3/18/2012,Austin,Brazil,281
3/18/2012,Austin,Canada,110
3/18/2012,Austin,China,102
3/18/2012,Austin,France,134
3/18/2012,Austin,Germany,41
3/18/2012,Austin,India,78
3/18/2012,Austin,Indonesia,289
3/18/2012,Austin,Iran,247
3/18/2012,Austin,Italy,192
3/18/2012,Austin,Japan,236
3/18/2012,Austin,Mexico,149
3/18/2012,Austin,Netherlands,50
3/18/2012,Austin,Poland,294
3/18/2012,Austin,Russia,292
3/18/2012,Austin,South Korea,41
3/18/2012,Austin,Spain,212
3/18/2012,Austin,Taiwan,39
3/18/2012,Austin,Turkey,39
3/18/2012,Austin,United Kingdom,232
3/18/2012,Baltimore,Australia,170
